rate_date,currency,rate_to_gbp
2023-05-29,SGD,1.711257
2023-05-29,AED,4.665537
2023-05-29,CAD,1.744203
2023-05-30,GBP,1.00678
2023-05-30,USD,1.262724
2023-05-30,EUR,1.153672
2023-05-30,SGD,1.68919
2023-05-30,AED,4.697006
2023-05-30,CAD,1.73129
2023-05-31,GBP,1.000765
2023-05-31,USD,1.267658
2023-05-31,EUR,1.172582
2023-05-31,SGD,1.703834
2023-05-31,AED,4.680804
2023-05-31,CAD,1.732177
2023-06-01,GBP,0.997901
2023-06-01,USD,1.266066
2023-06-01,EUR,1.167897
2023-06-01,SGD,1.711194
2023-06-01,AED,4.648201
2023-06-01,CAD,1.73059
2023-06-02,GBP,1.003361
2023-06-02,USD,1.272236
2023-06-02,EUR,1.163418
2023-06-02,SGD,1.69731
2023-06-02,AED,4.657969
2023-06-02,CAD,1.721906
2023-06-03,GBP,1.003037
2023-06-03,USD,1.267722
2023-06-03,EUR,1.166801
2023-06-03,SGD,1.680292
2023-06-03,AED,4.663658
2023-06-03,CAD,1.722931
2023-06-04,GBP,0.996519
2023-06-04,USD,1.263612
2023-06-04,EUR,1.169005
2023-06-04,SGD,1.71307
2023-06-04,AED,4.652238
2023-06-04,CAD,1.729938
2023-06-05,GBP,1.006337
2023-06-05,USD,1.264185
2023-06-05,EUR,1.166583
2023-06-05,SGD,1.695227
2023-06-05,AED,4.663641
2023-06-05,CAD,1.734499
2023-06-06,GBP,1.003579
2023-06-06,USD,1.269308
2023-06-06,EUR,1.169795
2023-06-06,SGD,1.694159
2023-06-06,AED,4.630168
2023-06-06,CAD,1.741444
2023-06-07,GBP,1.008669
2023-06-07,USD,1.283647
2023-06-07,EUR,1.167297
2023-06-07,SGD,1.688328
2023-06-07,AED,4.649004
2023-06-07,CAD,1.73122
2023-06-08,GBP,0.99869
2023-06-08,USD,1.270011
2023-06-08,EUR,1.168993
2023-06-08,SGD,1.708241
2023-06-08,AED,4.664564
2023-06-08,CAD,1.726784
2023-06-09,GBP,0.998753
2023-06-09,USD,1.278566
2023-06-09,EUR,1.158346
2023-06-09,SGD,1.700494
2023-06-09,AED,4.654741
2023-06-09,CAD,1.731728
2023-06-10,GBP,1.000877
2023-06-10,USD,1.273899
2023-06-10,EUR,1.16826
2023-06-10,SGD,1.701169
2023-06-10,AED,4.650117
2023-06-10,CAD,1.740161
2023-06-11,GBP,0.999338
2023-06-11,USD,1.271191
2023-06-11,EUR,1.160405
2023-06-11,SGD,1.688651
2023-06-11,AED,4.704956
2023-06-11,CAD,1.72119
2023-06-12,GBP,1.002471
2023-06-12,USD,1.26211
2023-06-12,EUR,1.170243
2023-06-12,SGD,1.692246
2023-06-12,AED,4.671873
2023-06-12,CAD,1.721891
2023-06-13,GBP,0.992741
2023-06-13,USD,1.274513
2023-06-13,EUR,1.169816
2023-06-13,SGD,1.697097
2023-06-13,AED,4.677867
2023-06-13,CAD,1.735432
2023-06-14,GBP,0.99865
2023-06-14,USD,1.260596
2023-06-14,EUR,1.178693
2023-06-14,SGD,1.684438
2023-06-14,AED,4.630415
2023-06-14,CAD,1.732564
2023-06-15,GBP,0.9945
2023-06-15,USD,1.266804
2023-06-15,EUR,1.172994
2023-06-15,SGD,1.707103
2023-06-15,AED,4.658547
2023-06-15,CAD,1.710336
2023-06-16,GBP,1.000591
2023-06-16,USD,1.270819
2023-06-16,EUR,1.174404
2023-06-16,SGD,1.680131
2023-06-16,AED,4.67518
2023-06-16,CAD,1.733358
2023-06-17,GBP,0.995626
2023-06-17,USD,1.268469
2023-06-17,EUR,1.163621
2023-06-17,SGD,1.707227
2023-06-17,AED,4.637928
2023-06-17,CAD,1.739693
2023-06-18,GBP,1.001845
2023-06-18,USD,1.258662
2023-06-18,EUR,1.167654
2023-06-18,SGD,1.697251
2023-06-18,AED,4.641365
2023-06-18,CAD,1.726827
2023-06-19,GBP,0.999714
2023-06-19,USD,1.273969
2023-06-19,EUR,1.163873
2023-06-19,SGD,1.702124
2023-06-19,AED,4.600779
2023-06-19,CAD,1.734706
2023-06-20,GBP,0.990431
2023-06-20,USD,1.271519
2023-06-20,EUR,1.170408
2023-06-20,SGD,1.702893
2023-06-20,AED,4.677377
2023-06-20,CAD,1.727391
2023-06-21,GBP,0.996661
2023-06-21,USD,1.266477
2023-06-21,EUR,1.173389
2023-06-21,SGD,1.702096
2023-06-21,AED,4.661877
2023-06-21,CAD,1.723081
2023-06-22,GBP,1.001774
2023-06-22,USD,1.267572
2023-06-22,EUR,1.167748
2023-06-22,SGD,1.6965
2023-06-22,AED,4.654518
2023-06-22,CAD,1.728138
2023-06-23,GBP,1.001054
2023-06-23,USD,1.271172
2023-06-23,EUR,1.165351
2023-06-23,SGD,1.684538
2023-06-23,AED,4.65402
2023-06-23,CAD,1.728781
2023-06-24,GBP,0.999639
2023-06-24,USD,1.267798
2023-06-24,EUR,1.168999
2023-06-24,SGD,1.69358
2023-06-24,AED,4.658359
2023-06-24,CAD,1.743015
2023-06-25,GBP,1.002919
2023-06-25,USD,1.265372
2023-06-25,EUR,1.168433
2023-06-25,SGD,1.688712
2023-06-25,AED,4.654513
2023-06-25,CAD,1.732814
2023-06-26,GBP,0.994388
2023-06-26,USD,1.272626
2023-06-26,EUR,1.170425
2023-06-26,SGD,1.707522
2023-06-26,AED,4.630064
2023-06-26,CAD,1.741634
2023-06-27,GBP,0.99381
2023-06-27,USD,1.274585
2023-06-27,EUR,1.172311
2023-06-27,SGD,1.696678
2023-06-27,AED,4.641011
2023-06-27,CAD,1.743511
2023-06-28,GBP,0.997394
2023-06-28,USD,1.275598
2023-06-28,EUR,1.166188
2023-06-28,SGD,1.692174
2023-06-28,AED,4.692048
2023-06-28,CAD,1.728001
2023-06-29,GBP,1.000807
2023-06-29,USD,1.271622
2023-06-29,EUR,1.181677
2023-06-29,SGD,1.692056
2023-06-29,AED,4.691523
2023-06-29,CAD,1.731894
2023-06-30,GBP,1.002132
2023-06-30,USD,1.262906
2023-06-30,EUR,1.171343
2023-06-30,SGD,1.690064
2023-06-30,AED,4.641346
2023-06-30,CAD,1.726108
2023-07-01,GBP,1.002063
2023-07-01,USD,1.281678
2023-07-01,EUR,1.17922
2023-07-01,SGD,1.702783
2023-07-01,AED,4.600153
2023-07-01,CAD,1.750579
2023-07-02,GBP,1.001767
2023-07-02,USD,1.271205
2023-07-02,EUR,1.173835
2023-07-02,SGD,1.69761
2023-07-02,AED,4.62955
2023-07-02,CAD,1.729752
2023-07-03,GBP,0.995034
2023-07-03,USD,1.268028
2023-07-03,EUR,1.168793
2023-07-03,SGD,1.683606
2023-07-03,AED,4.652543
2023-07-03,CAD,1.729512
2023-07-04,GBP,0.993996
2023-07-04,USD,1.271339
2023-07-04,EUR,1.165682
2023-07-04,SGD,1.702438
2023-07-04,AED,4.669984
2023-07-04,CAD,1.723822
2023-07-05,GBP,1.00014
2023-07-05,USD,1.274736
2023-07-05,EUR,1.170614
2023-07-05,SGD,1.691991
2023-07-05,AED,4.622785
2023-07-05,CAD,1.733937
2023-07-06,GBP,1.002779
2023-07-06,USD,1.273128
2023-07-06,EUR,1.1687
2023-07-06,SGD,1.682591
2023-07-06,AED,4.645969
2023-07-06,CAD,1.736147
2023-07-07,GBP,0.988915
2023-07-07,USD,1.269501
2023-07-07,EUR,1.165448
2023-07-07,SGD,1.690484
2023-07-07,AED,4.636962
2023-07-07,CAD,1.73284
2023-07-08,GBP,0.991512
2023-07-08,USD,1.264982
2023-07-08,EUR,1.175129
2023-07-08,SGD,1.707478
2023-07-08,AED,4.663944
2023-07-08,CAD,1.72127
2023-07-09,GBP,0.997651
2023-07-09,USD,1.268242
2023-07-09,EUR,1.16969
2023-07-09,SGD,1.706975
2023-07-09,AED,4.656248
2023-07-09,CAD,1.733284
2023-07-10,GBP,0.987426
2023-07-10,USD,1.278646
2023-07-10,EUR,1.162648
2023-07-10,SGD,1.694471
2023-07-10,AED,4.667088
2023-07-10,CAD,1.71163
2023-07-11,GBP,1.000631
2023-07-11,USD,1.269213
2023-07-11,EUR,1.173319
2023-07-11,SGD,1.704574
2023-07-11,AED,4.609377
2023-07-11,CAD,1.72329
2023-07-12,GBP,0.999883
2023-07-12,USD,1.266702
2023-07-12,EUR,1.176075
2023-07-12,SGD,1.701919
2023-07-12,AED,4.634007
2023-07-12,CAD,1.705607
2023-07-13,GBP,1.006764
2023-07-13,USD,1.279425
2023-07-13,EUR,1.181051
2023-07-13,SGD,1.690991
2023-07-13,AED,4.645585
2023-07-13,CAD,1.736956
2023-07-14,GBP,0.99261
2023-07-14,USD,1.266491
2023-07-14,EUR,1.179153
2023-07-14,SGD,1.712337
2023-07-14,AED,4.685032
2023-07-14,CAD,1.7231
2023-07-15,GBP,0.988086
2023-07-15,USD,1.256382
2023-07-15,EUR,1.1792
2023-07-15,SGD,1.703905
2023-07-15,AED,4.644416
2023-07-15,CAD,1.737463
2023-07-16,GBP,0.995406
2023-07-16,USD,1.27376
2023-07-16,EUR,1.172456
2023-07-16,SGD,1.693949
2023-07-16,AED,4.647601
2023-07-16,CAD,1.730667
2023-07-17,GBP,1.00346
2023-07-17,USD,1.27989
2023-07-17,EUR,1.181886
2023-07-17,SGD,1.689982
2023-07-17,AED,4.702824
2023-07-17,CAD,1.73924
2023-07-18,GBP,0.996001
2023-07-18,USD,1.266616
2023-07-18,EUR,1.166624
2023-07-18,SGD,1.693301
2023-07-18,AED,4.634265
2023-07-18,CAD,1.733881
2023-07-19,GBP,0.989763
2023-07-19,USD,1.261967
2023-07-19,EUR,1.174032
2023-07-19,SGD,1.704084
2023-07-19,AED,4.643733
2023-07-19,CAD,1.73937
2023-07-20,GBP,1.005261
2023-07-20,USD,1.264971
2023-07-20,EUR,1.173438
2023-07-20,SGD,1.692555
2023-07-20,AED,4.650987
2023-07-20,CAD,1.736797
2023-07-21,GBP,1.001209
2023-07-21,USD,1.273179
2023-07-21,EUR,1.173729
2023-07-21,SGD,1.687259
2023-07-21,AED,4.675991
2023-07-21,CAD,1.729597
2023-07-22,GBP,0.993505
2023-07-22,USD,1.269003
2023-07-22,EUR,1.167997
2023-07-22,SGD,1.697418
2023-07-22,AED,4.657462
2023-07-22,CAD,1.734242
2023-07-23,GBP,0.999198
2023-07-23,USD,1.27675
2023-07-23,EUR,1.173627
2023-07-23,SGD,1.695374
2023-07-23,AED,4.720708
2023-07-23,CAD,1.717181
2023-07-24,GBP,1.000248
2023-07-24,USD,1.255568
2023-07-24,EUR,1.168383
2023-07-24,SGD,1.695945
2023-07-24,AED,4.671923
2023-07-24,CAD,1.745922
2023-07-25,GBP,1.000036
2023-07-25,USD,1.268505
2023-07-25,EUR,1.182139
2023-07-25,SGD,1.68761
2023-07-25,AED,4.619562
2023-07-25,CAD,1.726163
2023-07-26,GBP,1.009444
2023-07-26,USD,1.270503
2023-07-26,EUR,1.173891
2023-07-26,SGD,1.700924
2023-07-26,AED,4.688316
2023-07-26,CAD,1.725975
2023-07-27,GBP,0.999319
2023-07-27,USD,1.262345
2023-07-27,EUR,1.172384
2023-07-27,SGD,1.693795
2023-07-27,AED,4.68816
2023-07-27,CAD,1.738606
2023-07-28,GBP,1.00304
2023-07-28,USD,1.2643
2023-07-28,EUR,1.165837
2023-07-28,SGD,1.702742
2023-07-28,AED,4.708422
2023-07-28,CAD,1.709481
2023-07-29,GBP,0.999714
2023-07-29,USD,1.266861
2023-07-29,EUR,1.16856
2023-07-29,SGD,1.702743
2023-07-29,AED,4.670099
2023-07-29,CAD,1.716568
2023-07-30,GBP,0.99723
2023-07-30,USD,1.276683
2023-07-30,EUR,1.168652
2023-07-30,SGD,1.711835
2023-07-30,AED,4.619764
2023-07-30,CAD,1.728792
2023-07-31,GBP,0.998835
2023-07-31,USD,1.26468
2023-07-31,EUR,1.175551
2023-07-31,SGD,1.695873
2023-07-31,AED,4.697745
2023-07-31,CAD,1.723659
2023-08-01,GBP,0.99605
2023-08-01,USD,1.281106
2023-08-01,EUR,1.163648
2023-08-01,SGD,1.685225
2023-08-01,AED,4.692233
2023-08-01,CAD,1.732725
2023-08-02,GBP,1.002709
2023-08-02,USD,1.270172
2023-08-02,EUR,1.160019
2023-08-02,SGD,1.714284
2023-08-02,AED,4.651525
2023-08-02,CAD,1.723981
2023-08-03,GBP,1.005322
2023-08-03,USD,1.279482
2023-08-03,EUR,1.169508
2023-08-03,SGD,1.693109
2023-08-03,AED,4.675113
2023-08-03,CAD,1.746755
2023-08-04,GBP,1.009397
2023-08-04,USD,1.266191
2023-08-04,EUR,1.169998
2023-08-04,SGD,1.69932
2023-08-04,AED,4.687144
2023-08-04,CAD,1.734532
2023-08-05,GBP,1.000806
2023-08-05,USD,1.273843
2023-08-05,EUR,1.16602
2023-08-05,SGD,1.703267
2023-08-05,AED,4.637469
2023-08-05,CAD,1.737826
2023-08-06,GBP,0.996269
2023-08-06,USD,1.264437
2023-08-06,EUR,1.167965
2023-08-06,SGD,1.695534
2023-08-06,AED,4.65476
2023-08-06,CAD,1.735975
2023-08-07,GBP,0.998493
2023-08-07,USD,1.277061
2023-08-07,EUR,1.17169
2023-08-07,SGD,1.691881
2023-08-07,AED,4.643365
2023-08-07,CAD,1.737746
2023-08-08,GBP,1.002006
2023-08-08,USD,1.271767
2023-08-08,EUR,1.17719
2023-08-08,SGD,1.6903
2023-08-08,AED,4.645725
2023-08-08,CAD,1.752215
2023-08-09,GBP,0.996638
2023-08-09,USD,1.278328
2023-08-09,EUR,1.174884
2023-08-09,SGD,1.706321
2023-08-09,AED,4.655201
2023-08-09,CAD,1.733855
2023-08-10,GBP,0.997445
2023-08-10,USD,1.260626
2023-08-10,EUR,1.170997
2023-08-10,SGD,1.690334
2023-08-10,AED,4.669104
2023-08-10,CAD,1.720561
2023-08-11,GBP,0.996887
2023-08-11,USD,1.27244
2023-08-11,EUR,1.168229
2023-08-11,SGD,1.709784
2023-08-11,AED,4.691344
2023-08-11,CAD,1.72035
2023-08-12,GBP,1.007975
2023-08-12,USD,1.27407
2023-08-12,EUR,1.169627
2023-08-12,SGD,1.707411
2023-08-12,AED,4.640471
2023-08-12,CAD,1.735893
2023-08-13,GBP,0.991128
2023-08-13,USD,1.27833
2023-08-13,EUR,1.168916
2023-08-13,SGD,1.713629
2023-08-13,AED,4.636971
2023-08-13,CAD,1.743502
2023-08-14,GBP,0.998155
2023-08-14,USD,1.276085
2023-08-14,EUR,1.166829
2023-08-14,SGD,1.697743
2023-08-14,AED,4.668871
2023-08-14,CAD,1.741664
2023-08-15,GBP,1.006526
2023-08-15,USD,1.267184
2023-08-15,EUR,1.166173
2023-08-15,SGD,1.710163
2023-08-15,AED,4.697002
2023-08-15,CAD,1.731728
2023-08-16,GBP,1.000703
2023-08-16,USD,1.267387
2023-08-16,EUR,1.166379
2023-08-16,SGD,1.682003
2023-08-16,AED,4.663123
2023-08-16,CAD,1.719086
2023-08-17,GBP,0.996599
2023-08-17,USD,1.263651
2023-08-17,EUR,1.16748
2023-08-17,SGD,1.704308
2023-08-17,AED,4.675923
2023-08-17,CAD,1.738937
2023-08-18,GBP,1.002296
2023-08-18,USD,1.266463
2023-08-18,EUR,1.174072
2023-08-18,SGD,1.68228
2023-08-18,AED,4.652043
2023-08-18,CAD,1.735255
2023-08-19,GBP,0.99876
2023-08-19,USD,1.255019
2023-08-19,EUR,1.171147
2023-08-19,SGD,1.700384
2023-08-19,AED,4.670085
2023-08-19,CAD,1.728527
2023-08-20,GBP,0.995385
2023-08-20,USD,1.274376
2023-08-20,EUR,1.172735
2023-08-20,SGD,1.706004
2023-08-20,AED,4.665023
2023-08-20,CAD,1.744766
2023-08-21,GBP,1.000067
2023-08-21,USD,1.275064
2023-08-21,EUR,1.177304
2023-08-21,SGD,1.710433
2023-08-21,AED,4.653072
2023-08-21,CAD,1.726201
2023-08-22,GBP,0.999764
2023-08-22,USD,1.264971
2023-08-22,EUR,1.171974
2023-08-22,SGD,1.701694
2023-08-22,AED,4.653114
2023-08-22,CAD,1.71556
2023-08-23,GBP,0.999257
2023-08-23,USD,1.270555
2023-08-23,EUR,1.173852
2023-08-23,SGD,1.689858
2023-08-23,AED,4.681989
2023-08-23,CAD,1.741515
2023-08-24,GBP,1.00087
2023-08-24,USD,1.265975
2023-08-24,EUR,1.166014
2023-08-24,SGD,1.695468
2023-08-24,AED,4.647522
2023-08-24,CAD,1.739274
2023-08-25,GBP,1.003958
2023-08-25,USD,1.270746
2023-08-25,EUR,1.171343
2023-08-25,SGD,1.706367
2023-08-25,AED,4.645356
2023-08-25,CAD,1.721885
2023-08-26,GBP,0.999434
2023-08-26,USD,1.272713
2023-08-26,EUR,1.177345
2023-08-26,SGD,1.697747
2023-08-26,AED,4.609418
2023-08-26,CAD,1.731972
2023-08-27,GBP,0.996336
2023-08-27,USD,1.269015
2023-08-27,EUR,1.176818
2023-08-27,SGD,1.701076
2023-08-27,AED,4.642337
2023-08-27,CAD,1.735176
2023-08-28,GBP,0.997708
2023-08-28,USD,1.269123
2023-08-28,EUR,1.172581
2023-08-28,SGD,1.722805
2023-08-28,AED,4.646468
2023-08-28,CAD,1.733779
2023-08-29,GBP,0.9956
2023-08-29,USD,1.275964
2023-08-29,EUR,1.16672
2023-08-29,SGD,1.694027
2023-08-29,AED,4.683284
2023-08-29,CAD,1.708039
2023-08-30,GBP,1.002514
2023-08-30,USD,1.272181
2023-08-30,EUR,1.174483
2023-08-30,SGD,1.692596
2023-08-30,AED,4.660003
2023-08-30,CAD,1.734775
2023-08-31,GBP,0.995787
2023-08-31,USD,1.265193
2023-08-31,EUR,1.168724
2023-08-31,SGD,1.689165
2023-08-31,AED,4.664384
2023-08-31,CAD,1.744683
2023-09-01,GBP,0.999945
2023-09-01,USD,1.275485
2023-09-01,EUR,1.168247
2023-09-01,SGD,1.704135
2023-09-01,AED,4.646948
2023-09-01,CAD,1.74006
2023-09-02,GBP,0.99956
2023-09-02,USD,1.270372
2023-09-02,EUR,1.166411
2023-09-02,SGD,1.686731
2023-09-02,AED,4.668111
2023-09-02,CAD,1.719561
2023-09-03,GBP,0.997198
2023-09-03,USD,1.278513
2023-09-03,EUR,1.165991
2023-09-03,SGD,1.712016
2023-09-03,AED,4.614098
2023-09-03,CAD,1.728451
2023-09-04,GBP,1.002059
2023-09-04,USD,1.269881
2023-09-04,EUR,1.177164
2023-09-04,SGD,1.708079
2023-09-04,AED,4.632172
2023-09-04,CAD,1.740242
2023-09-05,GBP,1.004357
2023-09-05,USD,1.278977
2023-09-05,EUR,1.173154
2023-09-05,SGD,1.707884
2023-09-05,AED,4.666475
2023-09-05,CAD,1.729571
2023-09-06,GBP,0.997281
2023-09-06,USD,1.271782
2023-09-06,EUR,1.172216
2023-09-06,SGD,1.690719
2023-09-06,AED,4.659815
2023-09-06,CAD,1.719113
2023-09-07,GBP,0.996615
2023-09-07,USD,1.273148
2023-09-07,EUR,1.165512
2023-09-07,SGD,1.702798
2023-09-07,AED,4.690889
2023-09-07,CAD,1.723879
2023-09-08,GBP,0.993159
2023-09-08,USD,1.268765
2023-09-08,EUR,1.164132
2023-09-08,SGD,1.708894
2023-09-08,AED,4.677868
2023-09-08,CAD,1.738176
2023-09-09,GBP,1.001947
2023-09-09,USD,1.278405
2023-09-09,EUR,1.168432
2023-09-09,SGD,1.689966
2023-09-09,AED,4.659798
2023-09-09,CAD,1.739644
2023-09-10,GBP,1.010535
2023-09-10,USD,1.26433
2023-09-10,EUR,1.167865
2023-09-10,SGD,1.683665
2023-09-10,AED,4.67874
2023-09-10,CAD,1.737925
2023-09-11,GBP,1.000336
2023-09-11,USD,1.269217
2023-09-11,EUR,1.167112
2023-09-11,SGD,1.702436
2023-09-11,AED,4.718395
2023-09-11,CAD,1.739714
2023-09-12,GBP,0.998779
2023-09-12,USD,1.273789
2023-09-12,EUR,1.167497
2023-09-12,SGD,1.690087
2023-09-12,AED,4.655967
2023-09-12,CAD,1.732682
2023-09-13,GBP,0.99714
2023-09-13,USD,1.270724
2023-09-13,EUR,1.165582
2023-09-13,SGD,1.708783
2023-09-13,AED,4.664922
2023-09-13,CAD,1.74204
2023-09-14,GBP,1.003602
2023-09-14,USD,1.267773
2023-09-14,EUR,1.175064
2023-09-14,SGD,1.684554
2023-09-14,AED,4.642833
2023-09-14,CAD,1.72626
2023-09-15,GBP,0.996396
2023-09-15,USD,1.265452
2023-09-15,EUR,1.169782
2023-09-15,SGD,1.710603
2023-09-15,AED,4.654955
2023-09-15,CAD,1.727074
2023-09-16,GBP,1.00466
2023-09-16,USD,1.278412
2023-09-16,EUR,1.169144
2023-09-16,SGD,1.706522
2023-09-16,AED,4.693296
2023-09-16,CAD,1.739259
2023-09-17,GBP,0.992728
2023-09-17,USD,1.264355
2023-09-17,EUR,1.165145
2023-09-17,SGD,1.712801
2023-09-17,AED,4.644286
2023-09-17,CAD,1.726185
2023-09-18,GBP,1.003567
2023-09-18,USD,1.257965
2023-09-18,EUR,1.166754
2023-09-18,SGD,1.691608
2023-09-18,AED,4.680058
2023-09-18,CAD,1.74317
2023-09-19,GBP,1.002183
2023-09-19,USD,1.26981
2023-09-19,EUR,1.171083
2023-09-19,SGD,1.695482
2023-09-19,AED,4.684217
2023-09-19,CAD,1.745162
2023-09-20,GBP,0.99527
2023-09-20,USD,1.2821
2023-09-20,EUR,1.176631
2023-09-20,SGD,1.703278
2023-09-20,AED,4.627992
2023-09-20,CAD,1.734732
2023-09-21,GBP,0.997257
2023-09-21,USD,1.27662
2023-09-21,EUR,1.175552
2023-09-21,SGD,1.707321
2023-09-21,AED,4.643506
2023-09-21,CAD,1.735948
2023-09-22,GBP,0.995733
2023-09-22,USD,1.270876
2023-09-22,EUR,1.162873
2023-09-22,SGD,1.69856
2023-09-22,AED,4.693265
2023-09-22,CAD,1.718874
2023-09-23,GBP,1.01159
2023-09-23,USD,1.26576
2023-09-23,EUR,1.174625
2023-09-23,SGD,1.688407
2023-09-23,AED,4.675989
2023-09-23,CAD,1.720631
2023-09-24,GBP,0.991197
2023-09-24,USD,1.270697
2023-09-24,EUR,1.167047
2023-09-24,SGD,1.690023
2023-09-24,AED,4.640194
2023-09-24,CAD,1.733159
2023-09-25,GBP,1.004711
2023-09-25,USD,1.270959
2023-09-25,EUR,1.161486
2023-09-25,SGD,1.702678
2023-09-25,AED,4.657823
2023-09-25,CAD,1.724055
2023-09-26,GBP,0.983666
2023-09-26,USD,1.261818
2023-09-26,EUR,1.175333
2023-09-26,SGD,1.696899
2023-09-26,AED,4.676681
2023-09-26,CAD,1.74295
2023-09-27,GBP,1.005389
2023-09-27,USD,1.27046
2023-09-27,EUR,1.169387
2023-09-27,SGD,1.699853
2023-09-27,AED,4.656163
2023-09-27,CAD,1.733572
2023-09-28,GBP,0.997401
2023-09-28,USD,1.273565
2023-09-28,EUR,1.177042
2023-09-28,SGD,1.694505
2023-09-28,AED,4.678271
2023-09-28,CAD,1.73145
2023-09-29,GBP,0.998515
2023-09-29,USD,1.270254
2023-09-29,EUR,1.1685
2023-09-29,SGD,1.693884
2023-09-29,AED,4.616203
2023-09-29,CAD,1.713685
2023-09-30,GBP,1.004434
2023-09-30,USD,1.258655
2023-09-30,EUR,1.188034
2023-09-30,SGD,1.687178
2023-09-30,AED,4.641762
2023-09-30,CAD,1.722583
2023-10-01,GBP,0.989946
2023-10-01,USD,1.27215
2023-10-01,EUR,1.170039
2023-10-01,SGD,1.684572
2023-10-01,AED,4.665475
2023-10-01,CAD,1.730497
2023-10-02,GBP,1.00227
2023-10-02,USD,1.267742
2023-10-02,EUR,1.168975
2023-10-02,SGD,1.682865
2023-10-02,AED,4.676452
2023-10-02,CAD,1.736641
2023-10-03,GBP,1.000962
2023-10-03,USD,1.268222
2023-10-03,EUR,1.168637
2023-10-03,SGD,1.697681
2023-10-03,AED,4.683895
2023-10-03,CAD,1.736233
2023-10-04,GBP,1.003268
2023-10-04,USD,1.269566
2023-10-04,EUR,1.169191
2023-10-04,SGD,1.698977
2023-10-04,AED,4.683586
2023-10-04,CAD,1.715666
2023-10-05,GBP,0.996812
2023-10-05,USD,1.279124
2023-10-05,EUR,1.176453
2023-10-05,SGD,1.69369
2023-10-05,AED,4.686381
2023-10-05,CAD,1.726425
2023-10-06,GBP,1.00473
2023-10-06,USD,1.267646
2023-10-06,EUR,1.174559
2023-10-06,SGD,1.689222
2023-10-06,AED,4.699933
2023-10-06,CAD,1.73641
2023-10-07,GBP,0.991921
2023-10-07,USD,1.269902
2023-10-07,EUR,1.175472
2023-10-07,SGD,1.704632
2023-10-07,AED,4.657523
2023-10-07,CAD,1.735683
2023-10-08,GBP,0.99692
2023-10-08,USD,1.269866
2023-10-08,EUR,1.169778
2023-10-08,SGD,1.683789
2023-10-08,AED,4.678633
2023-10-08,CAD,1.73014
2023-10-09,GBP,0.997298
2023-10-09,USD,1.274681
2023-10-09,EUR,1.161785
2023-10-09,SGD,1.694549
2023-10-09,AED,4.636232
2023-10-09,CAD,1.726103
2023-10-10,GBP,1.001623
2023-10-10,USD,1.271846
2023-10-10,EUR,1.16952
2023-10-10,SGD,1.694597
2023-10-10,AED,4.609127
2023-10-10,CAD,1.717822
2023-10-11,GBP,1.000925
2023-10-11,USD,1.258865
2023-10-11,EUR,1.171148
2023-10-11,SGD,1.708064
2023-10-11,AED,4.69263
2023-10-11,CAD,1.736786
2023-10-12,GBP,1.000196
2023-10-12,USD,1.282099
2023-10-12,EUR,1.162114
2023-10-12,SGD,1.685732
2023-10-12,AED,4.674155
2023-10-12,CAD,1.743541
2023-10-13,GBP,1.001112
2023-10-13,USD,1.271557
2023-10-13,EUR,1.168998
2023-10-13,SGD,1.694881
2023-10-13,AED,4.672891
2023-10-13,CAD,1.735817
2023-10-14,GBP,1.000486
2023-10-14,USD,1.274054
2023-10-14,EUR,1.172718
2023-10-14,SGD,1.696455
2023-10-14,AED,4.649962
2023-10-14,CAD,1.742848
2023-10-15,GBP,0.999471
2023-10-15,USD,1.277337
2023-10-15,EUR,1.16523
2023-10-15,SGD,1.696263
2023-10-15,AED,4.643994
2023-10-15,CAD,1.722647
2023-10-16,GBP,0.993583
2023-10-16,USD,1.261208
2023-10-16,EUR,1.180806
2023-10-16,SGD,1.703689
2023-10-16,AED,4.6382
2023-10-16,CAD,1.737074
2023-10-17,GBP,1.001904
2023-10-17,USD,1.279583
2023-10-17,EUR,1.163893
2023-10-17,SGD,1.712725
2023-10-17,AED,4.664554
2023-10-17,CAD,1.724349
2023-10-18,GBP,0.998159
2023-10-18,USD,1.262856
2023-10-18,EUR,1.175004
2023-10-18,SGD,1.686747
2023-10-18,AED,4.693796
2023-10-18,CAD,1.738046
2023-10-19,GBP,0.99971
2023-10-19,USD,1.277121
2023-10-19,EUR,1.172839
2023-10-19,SGD,1.700826
2023-10-19,AED,4.651848
2023-10-19,CAD,1.72534
2023-10-20,GBP,1.004243
2023-10-20,USD,1.276499
2023-10-20,EUR,1.166039
2023-10-20,SGD,1.705955
2023-10-20,AED,4.654804
2023-10-20,CAD,1.728803
2023-10-21,GBP,0.997877
2023-10-21,USD,1.261468
2023-10-21,EUR,1.170502
2023-10-21,SGD,1.699217
2023-10-21,AED,4.641477
2023-10-21,CAD,1.733701
2023-10-22,GBP,0.998625
2023-10-22,USD,1.267662
2023-10-22,EUR,1.174276
2023-10-22,SGD,1.696227
2023-10-22,AED,4.645368
2023-10-22,CAD,1.731148
2023-10-23,GBP,1.009016
2023-10-23,USD,1.271575
2023-10-23,EUR,1.162622
2023-10-23,SGD,1.703009
2023-10-23,AED,4.638411
2023-10-23,CAD,1.73347
2023-10-24,GBP,1.001923
2023-10-24,USD,1.265815
2023-10-24,EUR,1.166286
2023-10-24,SGD,1.705519
2023-10-24,AED,4.651457
2023-10-24,CAD,1.723416
2023-10-25,GBP,1.010072
